,month,name,plot.id,species,family,fg.fine,bites,bitesm2,area,plot.area
262,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,13,3.25,4,shaded
263,May,lo-4-2,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
264,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
265,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
266,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
267,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
268,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
269,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
270,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
271,May,lo-4-2,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,shaded
272,May,lo-4-2,shaded 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,4,1,4,shaded
273,May,lo-4-2,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,shaded
274,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,8,2,4,shaded
275,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
276,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
277,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
278,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
279,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
280,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
281,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
282,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
283,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,11,2.75,4,shaded
284,May,lo-4-2,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,shaded
285,May,lo-4-2,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
286,May,lo-4-2,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
287,May,lo-4-2,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
288,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,12,3,4,shaded
289,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,14,3.5,4,shaded
290,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,15,3.75,4,shaded
291,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,12,3,4,shaded
292,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,13,3.25,4,shaded
293,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,15,3.75,4,shaded
294,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,15,3.75,4,shaded
295,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,12,3,4,shaded
296,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,16,4,4,shaded
297,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,18,4.5,4,shaded
298,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,17,4.25,4,shaded
299,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,16,4,4,shaded
300,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,11,2.75,4,shaded
301,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,9,2.25,4,shaded
302,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,10,2.5,4,shaded
303,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,12,3,4,shaded
304,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,15,3.75,4,shaded
305,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,15,3.75,4,shaded
306,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
307,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
308,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
309,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
310,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
311,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
312,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
313,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
314,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
315,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,4,1,4,shaded
316,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
317,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
318,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
319,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
320,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
321,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
322,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
323,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
324,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,shaded
325,March,lo-4-3,shaded 4,Acanthurus triostegus ,Acanthuridae,Herbivore Grazer,7,1.75,4,shaded
326,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,shaded
327,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
328,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
329,March,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
330,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
331,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
332,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
333,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
334,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
335,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
336,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
337,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,shaded
338,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,shaded
339,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
340,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
341,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
342,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
343,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
344,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
345,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
346,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
347,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
348,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
349,March,lo-4-3,shaded 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,4,1,4,shaded
350,March,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,12,3,4,shaded
351,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
352,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,3,0.75,4,shaded
353,March,lo-4-3,shaded 4,Scarus atrilunula,Labridae (scarids),Herbivore Scraper,15,3.75,4,shaded
354,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
355,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
356,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
357,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
358,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
359,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
360,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
361,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
362,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
363,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
364,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
365,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
366,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
367,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
368,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
369,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
370,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
371,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
372,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
373,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
374,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
375,March,lo-4-3,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
376,March,lo-4-3,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,1,0.25,4,shaded
377,March,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
378,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
379,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
380,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
381,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
382,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
383,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
384,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
385,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
386,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
387,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
388,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
389,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
390,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,1,0.25,4,shaded
391,March,lo-4-3,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,1,0.25,4,shaded
392,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
393,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
394,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
395,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
396,March,lo-4-3,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,8,2,4,shaded
397,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
398,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
399,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
400,March,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
401,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
402,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
403,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
404,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
405,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
406,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
407,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,7,1.75,4,shaded
408,March,lo-4-3,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
409,March,lo-4-3,shaded 4,Scarus rubroviolaceus,Labridae (scarids),Herbivore Scraper,1,0.25,4,shaded
410,March,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
411,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
412,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
413,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
414,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
415,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
416,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
417,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
418,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
419,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
420,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
421,March,lo-4-3,shaded 4,Scarus ghobban ,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
422,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
423,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
424,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
425,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
426,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
427,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
428,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
429,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
430,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
431,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
432,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
433,March,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
434,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
435,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,11,2.75,4,shaded
436,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,shaded
437,March,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,5,1.25,4,shaded
438,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
439,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,9,2.25,4,shaded
440,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
441,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
442,March,lo-4-3,shaded 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,15,3.75,4,shaded
443,March,lo-4-3,shaded 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,11,2.75,4,shaded
444,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
445,March,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
446,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
447,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
448,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
449,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
450,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
451,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
452,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
453,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
454,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
455,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
456,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
457,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
458,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
459,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
460,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
461,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
462,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
463,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
464,April,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
465,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
466,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
467,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
468,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
469,April,lo-4-3,shaded 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,10,2.5,4,shaded
470,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
471,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
472,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
473,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
474,April,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
475,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
476,April,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
477,April,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
478,April,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
479,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
480,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
481,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
482,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
483,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
484,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
485,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,7,1.75,4,shaded
486,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,5,1.25,4,shaded
487,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
488,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
489,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
490,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,8,2,4,shaded
491,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,1,0.25,4,shaded
492,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
493,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
494,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
495,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
496,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
497,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,3,0.75,4,shaded
498,April,lo-4-3,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
499,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
500,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,4,1,4,shaded
501,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,6,1.5,4,shaded
502,April,lo-4-3,shaded 4,Siganus sutor,Siganidae,Herbivore Browser,2,0.5,4,shaded
503,April,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,8,2,4,shaded
504,April,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,1,0.25,4,shaded
505,April,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,2,0.5,4,shaded
506,April,lo-4-3,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
507,April,lo-4-3,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,2,0.5,4,shaded
508,March,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,3,0.75,4,shaded
509,March,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,4,1,4,shaded
510,March,lo-4-4,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,10,2.5,4,shaded
511,March,lo-4-4,shaded 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,14,3.5,4,shaded
512,March,lo-4-4,shaded 4,Ctenochaetus striatus,Acanthuridae,Herbivore Grazer,16,4,4,shaded
513,March,lo-4-4,shaded 4,Leptoscarus vaigiensis,Labridae (scarids),Herbivore Browser,4,1,4,shaded
514,March,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,5,1.25,4,shaded
515,March,lo-4-4,shaded 4,Scarus sordidus,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
516,March,lo-4-4,shaded 4,Scarus ghobban,Labridae (scarids),Herbivore Scraper,6,1.5,4,shaded
